city,category,business_count,open_count,total_reviews,mean_stars_business,trimmed_mean_stars_business,median_review_stars,q25_review_stars,q75_review_stars,share_low_reviews,share_high_reviews,polarization_index,volatility
Philadelphia,Arts & Entertainment,110,74,20341,3.577272727272727,3.6136363636363638,4.0,3.0,5.0,0.15830096848729167,0.720761024531734,0.8790619930190257,1.2727481539590757
Philadelphia,Food Delivery Services,108,64,10008,3.6018518518518516,3.6193181818181817,4.0,3.0,5.0,0.19054756195043965,0.6882494004796164,0.878796962430056,1.3454785065327466
Philadelphia,Caribbean,107,85,7287,3.663551401869159,3.7298850574712645,4.0,3.0,5.0,0.1697543570742418,0.7072869493618773,0.8770413064361191,1.294530051113507
Philadelphia,Steakhouses,106,71,24392,3.358490566037736,3.372093023255814,4.0,3.0,5.0,0.2438504427681207,0.615857658248606,0.8597081010167268,1.4157758107906762
Philadelphia,Soul Food,100,68,7905,3.435,3.45,4.0,3.0,5.0,0.24313725490196078,0.6242884250474383,0.8674256799493991,1.4194763410276794
Philadelphia,Korean,98,51,13989,3.857142857142857,3.89375,4.0,3.0,5.0,0.14046751018657516,0.7152762885124025,0.8557437986989778,1.2042555575956009
Philadelphia,Soup,97,64,12755,3.5412371134020617,3.5759493670886076,4.0,3.0,5.0,0.17898863190905528,0.6859270874166994,0.8649157193257546,1.2933817219537151
Philadelphia,Gastropubs,96,55,27700,3.828125,3.8461538461538463,4.0,3.0,5.0,0.13545126353790612,0.71971119133574,0.8551624548736462,1.1556266680327936
Philadelphia,French,95,38,18443,3.9368421052631577,3.9740259740259742,4.0,4.0,5.0,0.11733449005042564,0.7590955918234561,0.8764300818738817,1.1328051969167006
Philadelphia,Venues & Event Spaces,95,69,16247,3.5526315789473686,3.5714285714285716,4.0,3.0,5.0,0.22496460885086478,0.6196220840770604,0.8445866929279252,1.3606865979603788
Philadelphia,Food Stands,94,61,12244,4.058510638297872,4.1381578947368425,5.0,4.0,5.0,0.05619078732440379,0.870140476968311,0.9263312642927148,0.9294520315808216
Philadelphia,Ethnic Food,93,52,22414,3.7580645161290325,3.8066666666666666,5.0,4.0,5.0,0.09132684929062193,0.8101186758276078,0.9014455251182297,1.0877965143473622
Philadelphia,Wine Bars,92,51,25438,3.744565217391304,3.810810810810811,4.0,3.0,5.0,0.1379432345310166,0.7390911235159997,0.8770343580470162,1.1911843039242334
Philadelphia,Halal,91,61,8583,3.923076923076923,4.006849315068493,5.0,3.0,5.0,0.16369567750203892,0.7375043691017127,0.9012000466037516,1.3298076330109827
Philadelphia,Convenience Stores,86,70,3232,3.552325581395349,3.557142857142857,4.0,3.0,5.0,0.18657178217821782,0.6946163366336634,0.8811881188118812,1.3503955195981652
Philadelphia,Latin American,82,53,12715,3.9390243902439024,3.992424242424242,4.0,3.0,5.0,0.14376720408965787,0.7219819111285882,0.8657491152182462,1.2063488554263055
Philadelphia,Comfort Food,80,53,17850,3.74375,3.8203125,4.0,3.0,5.0,0.14257703081232492,0.7287394957983193,0.8713165266106443,1.2184320165141922
Philadelphia,Chicken Shop,77,68,4124,3.1233766233766236,3.142857142857143,4.0,3.0,5.0,0.24612027158098934,0.6277885548011639,0.8739088263821533,1.4732981927036106
Philadelphia,Beer Bar,76,62,16137,3.8552631578947367,3.8951612903225805,4.0,3.0,5.0,0.16006692693809257,0.7084960029745306,0.8685629299126232,1.246464643938327
Philadelphia,Ice Cream & Frozen Yogurt,75,43,14121,3.68,3.778688524590164,5.0,4.0,5.0,0.11585581757665887,0.779194108066001,0.8950499256426598,1.1716804671340517
Philadelphia,Gluten-Free,73,37,12337,4.006849315068493,4.093220338983051,4.0,3.0,5.0,0.139661181810813,0.7465348139742238,0.8861959957850368,1.2101233806151537
Philadelphia,Bagels,67,46,12164,3.6343283582089554,3.6818181818181817,5.0,4.0,5.0,0.12125945412693193,0.7827195001644196,0.9039789542913516,1.1818965685553822
Philadelphia,Greek,64,31,11885,3.8203125,3.8653846153846154,4.0,3.0,5.0,0.15936053849389986,0.7133361379890618,0.8726966764829617,1.2436780500768785
Philadelphia,Noodles,61,46,14184,3.80327868852459,3.877551020408163,4.0,3.0,5.0,0.1345882684715172,0.7354060913705583,0.8699943598420756,1.1931473290161514
Philadelphia,Shopping,60,51,14434,3.783333333333333,3.8541666666666665,5.0,4.0,5.0,0.09900235554939725,0.8015796037134544,0.9005819592628516,1.1158354656270424
Philadelphia,Southern,59,26,9237,3.483050847457627,3.520408163265306,4.0,3.0,5.0,0.1890224098733355,0.6658005846053914,0.8548229944787269,1.2946535651330575
Philadelphia,Donuts,59,50,5623,3.1186440677966103,3.142857142857143,5.0,4.0,5.0,0.11933131780188512,0.7794771474301974,0.8988084652320825,1.1874940044550781
Philadelphia,Local Flavor,56,41,24750,3.7767857142857144,3.869565217391304,4.0,3.0,5.0,0.14,0.7207272727272728,0.8607272727272727,1.2054366225033817
Philadelphia,Tacos,56,43,5951,3.544642857142857,3.641304347826087,4.0,3.0,5.0,0.17425642749117795,0.7018988405310032,0.8761552680221811,1.3107210379404004
Philadelphia,Tex-Mex,54,34,8717,3.0555555555555554,3.1136363636363638,4.0,2.0,5.0,0.2566249856602042,0.5750831708156476,0.8317081564758518,1.3795150725659893
Philadelphia,Bubble Tea,53,35,5309,4.047169811320755,4.046511627906977,4.0,3.0,5.0,0.14560180825014127,0.7347899792804671,0.8803917875306084,1.254317351526408
Philadelphia,Street Vendors,52,30,2608,4.1923076923076925,4.2023809523809526,5.0,4.0,5.0,0.08013803680981595,0.8286042944785276,0.9087423312883436,1.030485893133687
Philadelphia,Hot Dogs,52,33,5201,3.5384615384615383,3.6547619047619047,4.0,3.0,5.0,0.1593924245337435,0.7081330513362815,0.867525475870025,1.2621253855420713
Philadelphia,Tapas/Small Plates,51,30,16636,3.8823529411764706,3.9390243902439024,4.0,3.0,5.0,0.14847319067083434,0.7188025967780717,0.867275787448906,1.2234966327310748
Philadelphia,Spanish,50,32,7914,3.83,3.8625,4.0,4.0,5.0,0.11144806671721001,0.7796310336113217,0.8910791003285318,1.1229341930069108
Philadelphia,Music Venues,49,27,7191,3.5510204081632653,3.573170731707317,4.0,3.0,5.0,0.21763315255180085,0.6168822138784592,0.83451536643026,1.3150213198519418
Philadelphia,Buffets,49,14,4870,3.173469387755102,3.1707317073170733,4.0,2.0,5.0,0.28685831622176594,0.5523613963039015,0.8392197125256674,1.4457839634935206
Philadelphia,Dim Sum,48,29,12016,3.6458333333333335,3.6625,4.0,3.0,5.0,0.17509986684420772,0.6662782956058588,0.8413781624500666,1.2659567212663232
Philadelphia,Wraps,47,33,2835,3.606382978723404,3.641025641025641,4.0,2.0,5.0,0.254320987654321,0.6155202821869489,0.8698412698412699,1.4540581888636717
Philadelphia,Dive Bars,44,30,5332,3.7045454545454546,3.6944444444444446,4.0,3.0,5.0,0.15097524381095273,0.7098649662415604,0.8608402100525131,1.2345463109009287
Philadelphia,Pakistani,40,20,5283,3.5375,3.5625,4.0,3.0,5.0,0.20632216543630513,0.6662880938860496,0.8726102593223547,1.3572860041627084
